pgs_id,reported_trait,category
PGS012535,Atrial fibrillation,Cardiovascular & Cholesterol
PGS012536,Atrial fibrillation,Cardiovascular & Cholesterol
PGS012577,Atrial fibrillation,Cardiovascular & Cholesterol
PGS012580,Atrial fibrillation,Cardiovascular & Cholesterol
PGS019210,Atrial fibrillation,Cardiovascular & Cholesterol
PGS019211,Atrial fibrillation,Cardiovascular & Cholesterol
PGS019212,Atrial fibrillation,Cardiovascular & Cholesterol
PGS019213,Atrial fibrillation,Cardiovascular & Cholesterol
PGS019214,Atrial fibrillation,Cardiovascular & Cholesterol
PGS004705,Atrial Fibrillation,Cardiovascular & Cholesterol
PGS004706,Atrial Fibrillation,Cardiovascular & Cholesterol
PGS001841,Atrial fibrillation and flutter,Cardiovascular & Cholesterol
PGS002050,Atrial fibrillation and flutter,Cardiovascular & Cholesterol
PGS019195,Atrial fibrillation and flutter,Cardiovascular & Cholesterol
PGS019196,Atrial fibrillation and flutter,Cardiovascular & Cholesterol
PGS019197,Atrial fibrillation and flutter,Cardiovascular & Cholesterol
PGS019198,Atrial fibrillation and flutter,Cardiovascular & Cholesterol
PGS019199,Atrial fibrillation and flutter,Cardiovascular & Cholesterol
PGS001339,Atrial fibrillation and flutter (time-to-event),Cardiovascular & Cholesterol
PGS005060,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005061,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005062,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005063,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005064,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005065,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005066,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005067,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005068,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005069,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005070,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005071,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS005072,Atrial fibrillation (PheCode 427.21),Cardiovascular & Cholesterol
PGS001263,Atrial flutter,Cardiovascular & Cholesterol
PGS002746,Attention-deficit hyperactivity disorder,Brain & Mental Health
PGS000327,Autism spectrum disorder,Brain & Mental Health
PGS002790,Autism spectrum disorder,Brain & Mental Health
PGS004239,Autoimmune Addison's disease,Metabolism & Hormones
PGS002312,Autoimmune disease,Immune & Autoimmune
PGS002359,Autoimmune disease,Immune & Autoimmune
PGS002384,Autoimmune disease,Immune & Autoimmune
PGS002433,Autoimmune disease,Immune & Autoimmune
PGS002482,Autoimmune disease,Immune & Autoimmune
PGS002531,Autoimmune disease,Immune & Autoimmune
PGS002580,Autoimmune disease,Immune & Autoimmune
PGS002629,Autoimmune disease,Immune & Autoimmune
PGS002678,Autoimmune disease,Immune & Autoimmune
PGS001375,Average heart rate,Cardiovascular & Cholesterol
PGS000119,Basal cell carcinoma,Cancer
PGS000445,Basal cell carcinoma,Cancer
PGS000446,Basal cell carcinoma,Cancer
PGS000447,Basal cell carcinoma,Cancer
PGS000448,Basal cell carcinoma,Cancer
PGS000449,Basal cell carcinoma,Cancer
PGS000450,Basal cell carcinoma,Cancer
PGS000451,Basal cell carcinoma,Cancer
PGS000452,Basal cell carcinoma,Cancer
PGS000453,Basal cell carcinoma,Cancer
PGS000454,Basal cell carcinoma,Cancer
PGS000455,Basal cell carcinoma,Cancer
PGS000456,Basal cell carcinoma,Cancer
PGS000457,Basal cell carcinoma,Cancer
PGS000458,Basal cell carcinoma,Cancer
PGS000459,Basal cell carcinoma,Cancer
PGS000730,Basal cell carcinoma,Cancer
PGS003417,Basal cell carcinoma,Cancer
PGS005207,Basal cell carcinoma,Cancer
PGS003416,Basal cell carcinoma (MTAG),Cancer
PGS000088,Basophil count,Blood & Biomarkers
PGS000163,Basophil count,Blood & Biomarkers
PGS001378,Basophil count,Blood & Biomarkers
PGS003940,Basophil count,Blood & Biomarkers
PGS004727,Basophil count,Blood & Biomarkers
PGS004728,Basophil count,Blood & Biomarkers
PGS004729,Basophil count,Blood & Biomarkers
PGS004730,Basophil count,Blood & Biomarkers
PGS005175,Basophil count variance,Blood & Biomarkers
PGS018630,Benign neoplasm of brain and other parts of nervous system,Cancer
PGS018631,Benign neoplasm of brain and other parts of nervous system,Cancer
PGS018632,Benign neoplasm of brain and other parts of nervous system,Cancer
PGS018633,Benign neoplasm of brain and other parts of nervous system,Cancer
PGS018634,Benign neoplasm of brain and other parts of nervous system,Cancer
PGS001811,Benign neoplasm of colon,Cancer
PGS002019,Benign neoplasm of colon,Cancer
PGS018610,Benign neoplasm of colon,Cancer
PGS018611,Benign neoplasm of colon,Cancer
PGS018612,Benign neoplasm of colon,Cancer
PGS018613,Benign neoplasm of colon,Cancer
PGS018614,Benign neoplasm of colon,Cancer
PGS001812,Benign neoplasm of other parts of digestive system,Cancer
PGS002020,Benign neoplasm of other parts of digestive system,Cancer
PGS018615,Benign neoplasm of other parts of digestive system,Cancer
PGS018616,Benign neoplasm of other parts of digestive system,Cancer
PGS018617,Benign neoplasm of other parts of digestive system,Cancer
PGS018618,Benign neoplasm of other parts of digestive system,Cancer
PGS018619,Benign neoplasm of other parts of digestive system,Cancer
PGS018635,Benign neoplasm of thyroid glands,Cancer
PGS018636,Benign neoplasm of thyroid glands,Cancer
PGS018637,Benign neoplasm of thyroid glands,Cancer
PGS018638,Benign neoplasm of thyroid glands,Cancer
PGS018639,Benign neoplasm of thyroid glands,Cancer
PGS001813,Benign neoplasm of uterus,Cancer
PGS002021,Benign neoplasm of uterus,Cancer
PGS018620,Benign neoplasm of uterus,Cancer
PGS018621,Benign neoplasm of uterus,Cancer
PGS018622,Benign neoplasm of uterus,Cancer
PGS018623,Benign neoplasm of uterus,Cancer
PGS018624,Benign neoplasm of uterus,Cancer
PGS005261,Benign nodular goiter,Metabolism & Hormones
PGS005262,Benign nodular goiter,Metabolism & Hormones
PGS005263,Benign nodular goiter,Metabolism & Hormones
PGS002786,Bipolar disorder,Brain & Mental Health
PGS000071,Bladder cancer,Cancer
PGS000152,Bladder cancer,Cancer
PGS000607,Bladder cancer,Cancer
PGS000608,Bladder cancer,Cancer
PGS000609,Bladder cancer,Cancer
PGS000610,Bladder cancer,Cancer
PGS000611,Bladder cancer,Cancer
PGS000612,Bladder cancer,Cancer
PGS000613,Bladder cancer,Cancer
PGS000614,Bladder cancer,Cancer
PGS000615,Bladder cancer,Cancer
PGS000616,Bladder cancer,Cancer
PGS000723,Bladder cancer,Cancer
PGS000782,Bladder cancer,Cancer
PGS001807,Bladder cancer,Cancer
PGS002017,Bladder cancer,Cancer
PGS003335,Bladder cancer,Cancer
PGS004241,Bladder cancer,Cancer
PGS004687,Bladder cancer,Cancer
PGS012553,Bladder cancer,Cancer
PGS018565,Bladder cancer,Cancer
PGS018566,Bladder cancer,Cancer
PGS018567,Bladder cancer,Cancer
PGS018568,Bladder cancer,Cancer
PGS018569,Bladder cancer,Cancer
PGS000930,Blood clot (diagnosed by doctor),Cardiovascular & Cholesterol
PGS000931,Blood clot or deep vein thrombosis (diagnosed by doctor),Cardiovascular & Cholesterol
PGS019792,Blood urea nitrogen,Blood & Biomarkers
PGS019816,Blood urea nitrogen,Blood & Biomarkers
PGS019840,Blood urea nitrogen,Blood & Biomarkers
PGS019864,Blood urea nitrogen,Blood & Biomarkers
PGS019888,Blood urea nitrogen,Blood & Biomarkers
PGS019909,Blood urea nitrogen,Blood & Biomarkers
PGS003485,BMI-adjusted waist-hip ratio,Metabolism & Hormones
PGS001101,Body fat percentage,Metabolism & Hormones
PGS001917,Body fat percentage,Metabolism & Hormones
PGS002133,Body fat percentage,Metabolism & Hormones
PGS003509,Body fat percentage,Metabolism & Hormones
PGS003899,Body fat percentage,Metabolism & Hormones
PGS004374,Body fat percentage,Metabolism & Hormones
PGS001102,Body fat percentage (left arm),Metabolism & Hormones
PGS001103,Body fat percentage (left leg),Metabolism & Hormones
PGS001104,Body fat percentage (right leg),Metabolism & Hormones
PGS004216,Body mass index,Metabolism & Hormones
PGS004217,Body mass index,Metabolism & Hormones
PGS004218,Body mass index,Metabolism & Hormones
PGS004219,Body mass index,Metabolism & Hormones
PGS004220,Body mass index,Metabolism & Hormones
PGS004319,Body mass index,Metabolism & Hormones
PGS000027,Body mass index (BMI),Metabolism & Hormones
PGS000298,Body mass index (BMI),Metabolism & Hormones
PGS000320,Body mass index (BMI),Metabolism & Hormones
PGS000841,Body mass index (BMI),Metabolism & Hormones
PGS000910,Body mass index (BMI),Metabolism & Hormones
PGS000921,Body mass index (BMI),Metabolism & Hormones
PGS001228,Body mass index (BMI),Metabolism & Hormones
PGS001943,Body mass index (BMI),Metabolism & Hormones
PGS002161,Body mass index (BMI),Metabolism & Hormones
PGS002251,Body mass index (BMI),Metabolism & Hormones
PGS002313,Body mass index (BMI),Metabolism & Hormones
PGS002360,Body mass index (BMI),Metabolism & Hormones
PGS002385,Body mass index (BMI),Metabolism & Hormones
PGS002434,Body mass index (BMI),Metabolism & Hormones
PGS002483,Body mass index (BMI),Metabolism & Hormones
PGS002532,Body mass index (BMI),Metabolism & Hormones
PGS002581,Body mass index (BMI),Metabolism & Hormones
PGS002630,Body mass index (BMI),Metabolism & Hormones
PGS002679,Body mass index (BMI),Metabolism & Hormones
PGS002751,Body mass index (BMI),Metabolism & Hormones
PGS002840,Body mass index (BMI),Metabolism & Hormones
PGS002841,Body mass index (BMI),Metabolism & Hormones
PGS002842,Body mass index (BMI),Metabolism & Hormones
PGS002843,Body mass index (BMI),Metabolism & Hormones
PGS002844,Body mass index (BMI),Metabolism & Hormones
PGS002845,Body mass index (BMI),Metabolism & Hormones
PGS002846,Body mass index (BMI),Metabolism & Hormones
PGS002847,Body mass index (BMI),Metabolism & Hormones
PGS002848,Body mass index (BMI),Metabolism & Hormones
PGS002849,Body mass index (BMI),Metabolism & Hormones
PGS002850,Body mass index (BMI),Metabolism & Hormones
PGS002851,Body mass index (BMI),Metabolism & Hormones
PGS002852,Body mass index (BMI),Metabolism & Hormones
PGS002853,Body mass index (BMI),Metabolism & Hormones
PGS002854,Body mass index (BMI),Metabolism & Hormones
PGS002855,Body mass index (BMI),Metabolism & Hormones
PGS002856,Body mass index (BMI),Metabolism & Hormones
PGS002857,Body mass index (BMI),Metabolism & Hormones
PGS002858,Body mass index (BMI),Metabolism & Hormones
PGS002859,Body mass index (BMI),Metabolism & Hormones
PGS003462,Body mass index (BMI),Metabolism & Hormones
PGS003525,Body mass index (BMI),Metabolism & Hormones
PGS003842,Body mass index (BMI),Metabolism & Hormones
PGS003843,Body mass index (BMI),Metabolism & Hormones
PGS003844,Body mass index (BMI),Metabolism & Hormones
PGS003845,Body mass index (BMI),Metabolism & Hormones
PGS003846,Body mass index (BMI),Metabolism & Hormones
PGS003847,Body mass index (BMI),Metabolism & Hormones
PGS003848,Body mass index (BMI),Metabolism & Hormones
PGS003884,Body mass index (BMI),Metabolism & Hormones
PGS003885,Body mass index (BMI),Metabolism & Hormones
PGS003886,Body mass index (BMI),Metabolism & Hormones
PGS003887,Body mass index (BMI),Metabolism & Hormones
PGS003897,Body mass index (BMI),Metabolism & Hormones
PGS003980,Body mass index (BMI),Metabolism & Hormones
PGS003996,Body mass index (BMI),Metabolism & Hormones
PGS004012,Body mass index (BMI),Metabolism & Hormones
PGS004022,Body mass index (BMI),Metabolism & Hormones
PGS004037,Body mass index (BMI),Metabolism & Hormones
PGS004050,Body mass index (BMI),Metabolism & Hormones
PGS004066,Body mass index (BMI),Metabolism & Hormones
PGS004080,Body mass index (BMI),Metabolism & Hormones
PGS004096,Body mass index (BMI),Metabolism & Hormones
PGS004104,Body mass index (BMI),Metabolism & Hormones
PGS004120,Body mass index (BMI),Metabolism & Hormones
PGS004134,Body mass index (BMI),Metabolism & Hormones
PGS004150,Body mass index (BMI),Metabolism & Hormones
PGS004378,Body mass index (BMI),Metabolism & Hormones
PGS004409,Body mass index (BMI),Metabolism & Hormones
PGS004609,Body mass index (BMI),Metabolism & Hormones
PGS004610,Body mass index (BMI),Metabolism & Hormones
PGS004733,Body mass index (BMI),Metabolism & Hormones
PGS004734,Body mass index (BMI),Metabolism & Hormones
PGS004735,Body mass index (BMI),Metabolism & Hormones
PGS004736,Body mass index (BMI),Metabolism & Hormones
PGS004864,Body mass index (BMI),Metabolism & Hormones
PGS004900,Body mass index (BMI),Metabolism & Hormones
PGS004901,Body mass index (BMI),Metabolism & Hormones
PGS004902,Body mass index (BMI),Metabolism & Hormones
PGS004982,Body mass index (BMI),Metabolism & Hormones
PGS004983,Body mass index (BMI),Metabolism & Hormones
PGS004984,Body mass index (BMI),Metabolism & Hormones
PGS004985,Body mass index (BMI),Metabolism & Hormones
PGS004986,Body mass index (BMI),Metabolism & Hormones
PGS004987,Body mass index (BMI),Metabolism & Hormones
PGS004988,Body mass index (BMI),Metabolism & Hormones
PGS004989,Body mass index (BMI),Metabolism & Hormones
PGS004990,Body mass index (BMI),Metabolism & Hormones
PGS004991,Body mass index (BMI),Metabolism & Hormones
PGS004992,Body mass index (BMI),Metabolism & Hormones
PGS004993,Body mass index (BMI),Metabolism & Hormones
PGS004994,Body mass index (BMI),Metabolism & Hormones
PGS005102,Body mass index (BMI),Metabolism & Hormones
PGS005103,Body mass index (BMI),Metabolism & Hormones
PGS005114,Body mass index (BMI),Metabolism & Hormones
PGS005198,Body mass index (BMI),Metabolism & Hormones
PGS005199,Body mass index (BMI),Metabolism & Hormones
PGS005200,Body mass index (BMI),Metabolism & Hormones
PGS005201,Body mass index (BMI),Metabolism & Hormones
PGS005202,Body mass index (BMI),Metabolism & Hormones
PGS005203,Body mass index (BMI),Metabolism & Hormones
PGS005204,Body mass index (BMI),Metabolism & Hormones
PGS005279,Body mass index (BMI),Metabolism & Hormones
PGS005331,Body mass index (BMI),Metabolism & Hormones
PGS005332,Body mass index (BMI),Metabolism & Hormones
PGS005337,Body mass index (BMI),Metabolism & Hormones
PGS005338,Body mass index (BMI),Metabolism & Hormones
PGS005339,Body mass index (BMI),Metabolism & Hormones
PGS005340,Body mass index (BMI),Metabolism & Hormones
PGS012518,Body mass index (BMI),Metabolism & Hormones
PGS012526,Body mass index (BMI),Metabolism & Hormones
PGS012556,Body mass index (BMI),Metabolism & Hormones
PGS012557,Body mass index (BMI),Metabolism & Hormones
PGS019791,Body mass index (BMI),Metabolism & Hormones
PGS019815,Body mass index (BMI),Metabolism & Hormones
PGS019839,Body mass index (BMI),Metabolism & Hormones
PGS019863,Body mass index (BMI),Metabolism & Hormones
PGS019887,Body mass index (BMI),Metabolism & Hormones
PGS019908,Body mass index (BMI),Metabolism & Hormones
PGS000830,Body mass index (BMI) (female),Metabolism & Hormones
PGS000829,Body mass index (BMI) (male),Metabolism & Hormones
PGS005206,Bone mineral density,"Bone, Joint & Muscle Health"
PGS000121,Bone mineral density (BMD),"Bone, Joint & Muscle Health"
PGS000122,Bone mineral density (BMD),"Bone, Joint & Muscle Health"
PGS002315,Bone mineral density (BMD),"Bone, Joint & Muscle Health"
PGS002387,Bone mineral density (BMD),"Bone, Joint & Muscle Health"
PGS002436,Bone mineral density (BMD),"Bone, Joint & Muscle Health"
PGS002485,Bone mineral density (BMD),"Bone, Joint & Muscle Health"
PGS002534,Bone mineral density (BMD),"Bone, Joint & Muscle Health"
PGS002583,Bone mineral density (BMD),"Bone, Joint & Muscle Health"
PGS002632,Bone mineral density (BMD),"Bone, Joint & Muscle Health"
PGS002681,Bone mineral density (BMD),"Bone, Joint & Muscle Health"
PGS000618,Brain and nervous system cancer,Cancer
PGS000619,Brain and nervous system cancer,Cancer
PGS000620,Brain cancer,Cancer
PGS000621,Brain cancer,Cancer
PGS000622,Brain cancer,Cancer
PGS000623,Brain cancer,Cancer
PGS000624,Brain cancer,Cancer
PGS000625,Brain cancer,Cancer
PGS001808,Brain cancer,Cancer
PGS003737,Brain cancer,Cancer
PGS000001,Breast cancer,Cancer
PGS000004,Breast cancer,Cancer
PGS000007,Breast cancer,Cancer
PGS000015,Breast cancer,Cancer
PGS000028,Breast cancer,Cancer
PGS000045,Breast cancer,Cancer
PGS000050,Breast cancer,Cancer
PGS000051,Breast cancer,Cancer
PGS000052,Breast cancer,Cancer
PGS000072,Breast cancer,Cancer
PGS000153,Breast cancer,Cancer
PGS000317,Breast cancer,Cancer
PGS000332,Breast cancer,Cancer
PGS000335,Breast cancer,Cancer
PGS000344,Breast cancer,Cancer
PGS000345,Breast cancer,Cancer
PGS000773,Breast cancer,Cancer
PGS000783,Breast cancer,Cancer
PGS000873,Breast cancer,Cancer
PGS001336,Breast cancer,Cancer
PGS001778,Breast cancer,Cancer
PGS002242,Breast cancer,Cancer
